"Variety","Subgroup","Family","ISO Code","Glottolog ID","AIATSIS Code","StdLangID","StdLanguageName","OriginalForm","PhonemicisedIPA","Std_Gloss","Author","OriginalGloss","OriginalPofSpeech","Latitude","Longitude","Reconstruction_Form","Reconstruction_Level","Reconstruction_Gloss","Reconstruction_Notes"
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"wuru","wuɹu",,"Austin, Peter","tree","N",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"wuwarda","wuwaʈa",,"Austin, Peter","firestick","N",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yaburru","japuru",,"Austin, Peter","north","N",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yaburrari","japuraɹi",,"Austin, Peter","north allat","n",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yajina","jacina",,"Austin, Peter","fruit","N",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yagan","jakan",,"Austin, Peter","wife","N",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yagan","jakan",,"Austin, Peter","husband","N",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yalha","jal̪a",,"Austin, Peter","ground","N",,,"*yalha","","ground, sand",""
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yalha","jal̪a",,"Austin, Peter","sand","N",,,"*yalha","","ground, sand",""
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yalhurru","jal̪uru",,"Austin, Peter","tongue","N",,,"*yalhu","","flame",""
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yana-?","jana",,"Austin, Peter","to come","Vi",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yanga-ru","jaŋa-ɹu",,"Austin, Peter","to chase","Vt",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yanyja","jaɲca",,"Austin, Peter","another","n",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yanyja","jaɲca",,"Austin, Peter","other","n",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yanyja-mardu","jaɲca-maʈu",,"Austin, Peter","others","n",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yardi","jaʈi",,"Austin, Peter","creek","N",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yardi","jaʈi",,"Austin, Peter","river","N",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yigaru","jikaɹu",,"Austin, Peter","coals","N",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yigaru","jikaɹu",,"Austin, Peter","charcoal","N",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yilgi","jilki",,"Austin, Peter","fingernail","N",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yilyurn","jiʎuɳ",,"Austin, Peter","tear","V",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yinha","jin̪a",,"Austin, Peter","this","D",,,"*yiña","","this",""
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yini","jini",,"Austin, Peter","name","N",,,"*yini1","","name",""
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yirdiya","jiʈija",,"Austin, Peter","road","N",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yirra","jira",,"Austin, Peter","tooth","N",,,"*yirra","","tooth",""
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yirra","jira",,"Austin, Peter","mouth","N",,,"*yirra","","tooth",""
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yirranyajira","jiraɲaciɹa",,"Austin, Peter","type of dog","n",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yirrara","jiraɹa",,"Austin, Peter","top","Adv",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yirrara","jiraɹa",,"Austin, Peter","above","adv",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yirrga","jirka",,"Austin, Peter","glad","Adj",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yirrga","jirka",,"Austin, Peter","happy","Adj",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yugarri-a","jukari-a",,"Austin, Peter","to stand","Vi",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yungu","juŋu",,"Austin, Peter","rain","Vi",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yurda","juʈa",,"Austin, Peter","back","N",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yurdurr","juʈur",,"Austin, Peter","bridge of nose","N",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yurdurr","juʈur",,"Austin, Peter","rise in ground","N",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yuru","juɹu",,"Austin, Peter","milk","N",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yuwal","juwal",,"Austin, Peter","wind","N",,,"*yuwal","","sea",""
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yuwan","juwan",,"Austin, Peter","hut","N",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yuwi","juwi",,"Austin, Peter","fly","N",,,,,,
"Jiwarli","Kanyara-Mantharta",,,,,"881",,"yuwirdirri-a","juwiʈiri-a",,"Austin, Peter","to walk about","Vi",,,,,,
"Yidiny","Paman",,,,,"40",,"gurran","kuran",,"Dixon, R.M.W","long, tall","Adj",,,,,,
"Yidiny","Paman",,,,,"40",,"gudaguda","kutakuta",,"Dixon, R.M.W","long, tall","Adj",,,,,,
"Yidiny","Paman",,,,,"40",,"dirrgul","tirkul",,"Dixon, R.M.W","fat","N",,,,,,
"Yidiny","Paman",,,,,"40",,"jagarri","cakari",,"Dixon, R.M.W","fat","N",,,,,,
"Yidiny","Paman",,,,,"40",,"wigi","wiki",,"Dixon, R.M.W","thin (e.g. person or animal)","Adj",,,,,,
"Yidiny","Paman",,,,,"40",,"murrga","murka",,"Dixon, R.M.W","heavy (e.g. stone or person)","Adj",,,"*murrka","","stone",""
"Yidiny","Paman",,,,,"40",,"birrjan","piɹʈjan",,"Dixon, R.M.W","heavy (e.g. stone or person)","Adj",,,,,,
"Yidiny","Paman",,,,,"40",,"mubu","mupu",,"Dixon, R.M.W","heavy (e.g. stone or person)","Adj",,,,,,
"Yidiny","Paman",,,,,"40",,"bumba","pumpa",,"Dixon, R.M.W","dry","Adj",,,,,,
"Yidiny","Paman",,,,,"40",,"gagal","kakal",,"Dixon, R.M.W","dry","Adj",,,,,,
"Yidiny","Paman",,,,,"40",,"gujan","kucan",,"Dixon, R.M.W","wet","Adj",,,"*kuñcya","","drink",""
"Yidiny","Paman",,,,,"40",,"nyagilI(/A?)","ɲakili(/a?)",,"Dixon, R.M.W","hot","Adj",,,,,,
"Yidiny","Paman",,,,,"40",,"nyagila(?)","ɲakila(?)",,"Dixon, R.M.W","hot","Adj",,,,,,
"Yidiny","Paman",,,,,"40",,"wumbul","wumpul",,"Dixon, R.M.W","hot","Adj",,,,,,
"Yidiny","Paman",,,,,"40",,"gudar","kutaɹ",,"Dixon, R.M.W","cold","Adj",,,,,,
"Yidiny","Paman",,,,,"40",,"gun.gi","kunki",,"Dixon, R.M.W","cold","Adj",,,,,,
"Yidiny","Paman",,,,,"40",,"bingganyi","piŋkaɲi",,"Dixon, R.M.W","cold","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"nyuru","ɲuɹu",,"","abdomen, stomach","",,,,,,
"Martuwangka","Wati",,,,,"681",,"martu","maʈu",,"","aborigine, man, person, people","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"puntu","puntu",,"","aborigine (M)","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"kanka","kanka",,"","above, up","",,,,,,
"Martuwangka","Wati",,,,,"681",,"ngarnawarra","ŋaɳawara",,"","above","",,,,,,
"Martuwangka","Wati",,,,,"681",,"wituka","wituka",,"","again, also","Adv",,,,,,
"Martuwangka","Wati",,,,,"681",,"wanka","wanka",,"","alive, well","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"yarnnga","jaɳŋa",,"","all","Num",,,,,,
"Martuwangka","Wati",,,,,"681",,"-nyurra","ɲura",,"","2plS: all of you","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"lani","lani",,"","wound in thigh","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"minyjilarringu","miɲcilariŋu",,"","alone","Num",,,,,,
"Martuwangka","Wati",,,,,"681",,"nganyjarrpa","ŋaɲcarpa",,"","alone, singly (K)","Num",,,,,,
"Martuwangka","Wati",,,,,"681",,"jarntilyirri","caɳtiʎiri",,"","alone in the middle, on its own, solitary","",,,,,,
"Martuwangka","Wati",,,,,"681",,"-lurrju","luɹʈju",,"","also, too","part",,,,,,
"Martuwangka","Wati",,,,,"681",,"ka-, kaa","kaː",,"","connective: and, then","conj",,,,,,
"Martuwangka","Wati",,,,,"681",,"jurtany-jurtany","cuʈaɲcuʈaɲ",,"","angrily","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"pika","pika",,"","angry, sick","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"rarru","ɹaru",,"","angry","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"wirrilyi","wiriʎi",,"","angry","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"kuka","kuka",,"","edible animal, meat","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"kuwiyi","kuwiji",,"","edible animal, meat","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"luku","luku",,"","ankle","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"jilyku","ciʎku",,"","animal (sp.): mouse","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"manganya","maŋaɲa",,"","animal (sp.): anteater, echidna spp.","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"minguwa","miŋuwa",,"","animal (sp.): echidna","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"(-)kujupa","kucupa",,"","another","",,,,,,
"Martuwangka","Wati",,,,,"681",,"pinga","piŋa",,"","ant (generic)","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"manganya","maŋaɲa",,"","anteater, echidna","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"manyuru","maɲuɹu",,"","ants","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"kiti-kiti","kitikiti",,"","armpit","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"parrka","parka",,"","child","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"warinykatingu","waɹiɲkatiŋu",,"","arrive","Vi",,,,,,
"Martuwangka","Wati",,,,,"681",,"jurnpa","cuɳpa",,"","ashes","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"kurnta","kuɳta",,"","ashamed, shy","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"japirnu","capiɳu",,"","ask","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"ngajirnu","ŋaciɳu",,"","ask","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"walarnu","walaɳu",,"","ask someone to accompany a person","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"-ja","ca",,"","locative suffix(?): at, in, on","Aff",,,,,,
"Martuwangka","Wati",,,,,"681",,"-ngka","ŋka",,"","locative suffix(?): at, in, on","Aff",,,,,,
"Martuwangka","Wati",,,,,"681",,"wiyarringu","wijariŋu",,"","die","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"-npulanya","npulaɲa",,"","2dlO: you two, at you two","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"kurntili","kuɳtili",,"","auntie: father's sister","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"jaja","caca",,"","baby talk for food or 'eat it!'","Vt",,,,,,
"Martuwangka","Wati",,,,,"681",,"jalyu","caʎu",,"","baby talk for water","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"jarna","caɳa",,"","back","Adv",,,,,,
"Martuwangka","Wati",,,,,"681",,"warnnga","waɳŋa",,"","back","Adv",,,,,,
"Martuwangka","Wati",,,,,"681",,"murrpu","murpu",,"","back (body part)","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"puta","puta",,"","blemish, pimple, wart","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"walyku","waʎku",,"","bad","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"kurtanpa","kuʈanpa",,"","bag","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"karrpirnu","karpiɳu",,"","bandage something, tie up something","",,,,,,
"Martuwangka","Wati",,,,,"681",,"likarra","likara",,"","bark of tree, skin of fruit","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"jarti","caʈi",,"","bat","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"jarlangu","caɭaŋu",,"","bathe, swim, wash","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"kurrungu","kuruŋu",,"","bathe","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"ngarangu","ŋaɹaŋu",,"","be, stand","Vi",,,,,,
"Martuwangka","Wati",,,,,"681",,"ngarnkurrpa","ŋaɳkurpa",,"","beard","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"watarnu","wataɳu",,"","beat someone, bend to straighten","",,,,,,
"Martuwangka","Wati",,,,,"681",,"juturringu","cuturiŋu",,"","become closed","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"tarrkarnu","tarkaɳu",,"","become skinny","",,,,,,
"Martuwangka","Wati",,,,,"681",,"jarlu","caɭu",,"","big (M)","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"juma","cuma",,"","big, large","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"karlka","kaɭka",,"","big","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"maju","macu",,"","big","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"yuwinypa","juwiɲpa",,"","big (M)","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"pilurnpa","piluɳpa",,"","bird (generic)","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"turru","turu",,"","bird (generic)","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"jipulyuku","cipuʎuku",,"","duck","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"jirntirr-jirntirr","ciɳtiɹʈjiɳtir",,"","bird (sp.): willy-wagtail","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"jurtarra","cuʈara",,"","bird (sp.): pelican","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"waaku","waːku",,"","crow","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"wangkurna","waŋkuɳa",,"","crow","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"pajarnu","pacaɳu",,"","bite something","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"maru-maru","maɹumaɹu",,"","black","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"pampuru","pampuɹu",,"","blind, poor vision","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"miji","mici",,"","blood","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"mijarrpa","micarpa",,"","tree (sp.): bloodwood tree","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"puyurnu","pujuɳu",,"","blow on something","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"lungkarta","luŋkaʈa",,"","blue-tongue lizard (K)","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"karalypa","kaɹaʎpa",,"","blunt","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"-nyurranya","ɲuraɲa",,"","2plO: all of you","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"-nyurrartin","ɲuraʈin",,"","2plR: all of you","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"-linyaju","liɲacu",,"","1dlexclO: us two","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"-limpaju","limpacu",,"","1dlexclR: us two, for us two","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"-liju","licu",,"","1dlexclS: us two","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"-limpa","limpa",,"","1dlinclR: us two, for us two","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"-li","li",,"","1dlinclS: us two","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"-la","la",,"","1plinclS: us","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"-lampaju","lampacu",,"","1plexclR: us, for us all","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"-laju","lacu",,"","1plexclS: us","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"-lampa","lampa",,"","1plinclR: us, for us all","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"ngayu","ŋaju",,"","1sg Free Pronoun: I, me","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"-rni","ɳi",,"","1sgO: me","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"nyuntunpa","ɲuntunpa",,"","2pl Free Pronoun: all of you","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"nyunturtin","ɲuntuʈin",,"","2pl Free Pronoun: all of you","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"nyurrartin","ɲuraʈin",,"","2pl Free Pronoun: all of you","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"-nyurrampa","ɲurampa",,"","2plR: all of you, for you all","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"-ngku","ŋku",,"","2sgR: you, for","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"-n","n",,"","2sgS: you","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"-ya","ja",,"","3plS: they","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"palu","palu",,"","3sg Free Pronoun: he/she/it","Pro",,,,,,
"Martuwangka","Wati",,,,,"681",,"kawu","kawu",,"","body","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"junta","cunta",,"","body part: thigh","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"kurnturru","kuɳturu",,"","boil","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"tarrka","tarka",,"","bone, leg bone","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"karli","kaɭi",,"","boomerang","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"yirrkili","jirkili",,"","boomerang","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"warlanu","waɭanu",,"","boomerang type","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"yarlawara","jaɭawaɹa",,"","huge boulder","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"murtilya","muʈiʎa",,"","boy","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"karalyarnu","kaɹaʎaɳu",,"","break","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"warlangu","waɭaŋu",,"","break","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"ngama","ŋama",,"","breast, milk (NY)","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"ngapurlu","ŋapuɭu",,"","breast, milk","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"pipi","pipi",,"","breast, milk","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"ngaanymanu","ŋaːɲmanu",,"","breathe","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"jirntajarra","ciɳtacara",,"","bridge of nose, middle of forehead","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"nyurru-nyurru","ɲuruɲuru",,"","bridge of nose","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"kurta","kuʈa",,"","older brother","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"papartu","papaʈu",,"","older brother","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"makurnta","makuɳta",,"","brother-in-law, cousin","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"mariji","maɹici",,"","brother-in-law","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"wajirra","wacira",,"","brother-in-law, man's wife's brother, woman's brother's wife, cousin","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"putaly-putalypa","putaʎputaʎpa",,"","bumps on skin, pimples","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"kampangu","kampaŋu",,"","burn","Vi",,,,,,
"Martuwangka","Wati",,,,,"681",,"kamparnu","kampaɳu",,"","burn something","Vt",,,,,,
"Martuwangka","Wati",,,,,"681",,"nganyju","ŋaɲcu",,"","calf of leg","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"kaaly","kaːʎ",,"","calmness, coolness","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"tarnpa","taɳpa",,"","cat (native)","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"jarri","cari",,"","cave","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"jurnti","cuɳti",,"","cave","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"pirnki","piɳki",,"","cave","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"miirnti","miːɳti",,"","charcoal","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"ngamurru","ŋamuru",,"","charcoal","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"ngarrka","ŋarka",,"","chest","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"ngulyi","ŋuʎi",,"","child, offspring","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"ngumurlpa","ŋumuɭpa",,"","child","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"katungu","katuŋu",,"","chop, cut","Vt",,,,,,
"Martuwangka","Wati",,,,,"681",,"janyipungu","caɲipuŋu",,"","chop something, split bone for marrow","Vt",,,,,,
"Martuwangka","Wati",,,,,"681",,"yaturnu","jatuɳu",,"","chop something","Vt",,,,,,
"Martuwangka","Wati",,,,,"681",,"yalta","jalta",,"","cold","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"yanu","janu",,"","come","Vi",,,,,,
"Martuwangka","Wati",,,,,"681",,"takarnu","takaɳu",,"","climb, get on board something","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"tatirnu","tatiɳu",,"","climb, get on board something","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"kinti","kinti",,"","close, nearby","Adv",,,,,,
"Martuwangka","Wati",,,,,"681",,"ngamu","ŋamu",,"","close, nearby","Adv",,,,,,
"Martuwangka","Wati",,,,,"681",,"jungulkirra","cuŋulkira",,"","close by (M)","Adv",,,,,,
"Martuwangka","Wati",,,,,"681",,"yangarra","jaŋara",,"","close to the speaker","Adv",,,,,,
"Martuwangka","Wati",,,,,"681",,"tipinyjunu","tipiɲcunu",,"","close up stomach incision","",,,,,,
"Martuwangka","Wati",,,,,"681",,"yurnturrpa","juɳturpa",,"","cloud","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"jalura","caluɹa",,"","cloud type","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"marlakurringu","maɭakuriŋu",,"","come back","Vi",,,,,,
"Martuwangka","Wati",,,,,"681",,"yulangu","julaŋu",,"","cry","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"kaarnka","kaːɳka",,"","crow","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"minyi-minyi","miɲimiɲi",,"","corpse","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"muturnu","mutuɳu",,"","conceal quickly","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"ngalangu","ŋalaŋu",,"","consume, eat something","Vt",,,,,,
"Martuwangka","Wati",,,,,"681",,"wirrkarnu","wirkaɳu",,"","cut something","Vt",,,,,,
"Martuwangka","Wati",,,,,"681",,"kurntarnu","kuɳtaɳu",,"","cut/sever something","Vt",,,,,,
"Martuwangka","Wati",,,,,"681",,"katupungu","katupuŋu",,"","cut off a piece","",,,,,,
"Martuwangka","Wati",,,,,"681",,"kampangu","kampaŋu",,"","cook","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"kamparnu","kampaɳu",,"","cook something","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"kujarnu","kucaɳu",,"","cook/make something","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"paarnu","paːɳu",,"","cook something","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"yiilyjunu","jiːʎcunu",,"","count something","V",,,,,,
"Martuwangka","Wati",,,,,"681",,"karru","karu",,"","creek, river","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"palyarnu","paʎaɳu",,"","create something","",,,,,,
"Martuwangka","Wati",,,,,"681",,"wayirnu","wajiɳu",,"","crawl","Vi",,,,,,
"Martuwangka","Wati",,,,,"681",,"mararnu","maɹaɳu",,"","crawl (M)","Vi",,,,,,
"Martuwangka","Wati",,,,,"681",,"tati","tati",,"","daddy","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"jurrkapungu","curkapuŋu",,"","dance (v)","Vi",,,,,,
"Martuwangka","Wati",,,,,"681",,"ngurra","ŋura",,"","day","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"karrpu","karpu",,"","daytime","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"jangalyi","caŋaʎi",,"","dog","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"jarntu","caɳtu",,"","dog","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"wirta","wiʈa",,"","dog","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"marlkarri","maɭkari",,"","dead (person)","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"mitu","mitu",,"","dead","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"pukurra","pukura",,"","dead","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"wana","wana",,"","digging stick","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"ngaa","ŋaː",,"","this one","D",,,,,,
"Martuwangka","Wati",,,,,"681",,"nyarra","ɲara",,"","that, in the distance","D",,,,,,
"Martuwangka","Wati",,,,,"681",,"ngakumpa","ŋakumpa",,"","deaf","Adj",,,,,,
"Martuwangka","Wati",,,,,"681",,"tikukarnu","tikukaɳu",,"","descend, get down","Vi",,,,,,
"Martuwangka","Wati",,,,,"681",,"ngupanu","ŋupanu",,"","dingo","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"warnapari","waɳapaɹi",,"","dingo","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"tipukarnu","tipukaɳu",,"","descend, get down","Vi",,,,,,
"Martuwangka","Wati",,,,,"681",,"jinymirlpa","ciɲmiɭpa",,"","dew, sweat","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"kayukura","kajukuɹa",,"","dew","N",,,,,,
"Martuwangka","Wati",,,,,"681",,"jararrpungu","caɹarpuŋu",,"","dig","V",,,,,,
"Yidiny","Paman",,,,,"40",,"juri","cuɹi",,"Dixon, R.M.W","sharp (e.g. axe, spear, stick)","Adj",,,"*yuri","","sharp",""
"Yidiny","Paman",,,,,"40",,"julu","culu",,"Dixon, R.M.W","blunt","Adj",,,,,,
"Yidiny","Paman",,,,,"40",,"mulmbu","mulmpu",,"Dixon, R.M.W","blunt","Adj",,,,,,
"Yidiny","Paman",,,,,"40",,"gun.ga","kunka",,"Dixon, R.M.W","alive (person)","Adj",,,,,,
"Yidiny","Paman",,,,,"40",,"dugir","tukiɹ",,"Dixon, R.M.W","alive","Adj",,,,,,
"Yidiny","Paman",,,,,"40",,"baba","papa",,"Dixon, R.M.W","deaf","Adj",,,,,,
"Yidiny","Paman",,,,,"40",,"nganggal","ŋaŋkal",,"Dixon, R.M.W","deaf","Adj",,,,,,
"Yidiny","Paman",,,,,"40",,"murran","muran",,"Dixon, R.M.W","sick, sickness","Adj, N",,,,,,
